Enabled	Feature      	ID	x         	y       	z       	i	j	k	Dev From Fit	Device Position  	Probe	Device Name
Checked	Polyline 2nd 	1 	-5,079.401	306.635 	-305.876	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	2 	-5,067.999	257.221 	-269.671	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	3 	-5,052.942	205.934 	-222.684	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	4 	-5,036.473	149.138 	-171.627	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	5 	-5,020.811	100.640 	-123.570	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	6 	-5,003.908	53.048  	-72.222 	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	7 	-4,985.036	1.708   	-15.277 	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	8 	-4,966.298	-44.185 	40.791  	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	9 	-4,948.413	-90.332 	93.825  	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	10	-4,933.068	-138.498	138.995 	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	11	-4,916.129	-199.915	188.268 	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	12	-4,900.867	-245.719	232.420 	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	13	-4,880.316	-303.049	291.510 	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	14	-4,884.341	-232.759	281.217 	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	15	-4,906.156	-167.425	218.203 	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	16	-4,924.462	-97.420 	164.959 	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	17	-4,947.789	-4.121  	96.105  	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	18	-4,970.512	74.974  	28.058  	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	19	-4,987.086	141.008 	-22.251 	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	20	-5,002.379	207.655 	-69.177 	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	21	-5,016.564	274.568 	-113.409	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	22	-5,027.076	315.789 	-146.247	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	23	-5,000.960	317.638 	-67.311 	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	24	-4,984.827	277.002 	-17.714 	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	25	-4,969.639	221.712 	28.926  	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	26	-4,952.127	164.487 	82.085  	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	27	-4,936.291	116.992 	129.761 	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	28	-4,916.975	66.070  	187.264 	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	29	-4,896.288	14.464  	248.379 	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	30	-4,879.114	-20.249 	298.745 	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	31	-4,879.572	61.444  	297.259 	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	32	-4,903.859	120.974 	225.579 	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	33	-4,934.938	195.710 	132.762 	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	34	-4,954.295	252.743 	74.200  	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	35	-4,971.994	307.087 	20.049  	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	36	-4,950.928	317.261 	82.744  	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	37	-4,934.313	275.257 	133.089 	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	38	-4,916.063	228.239 	188.106 	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	39	-4,895.913	183.467 	248.220 	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	40	-4,876.144	146.025 	306.649 	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
Checked	Polyline 2nd 	41	-4,877.343	215.558 	302.191 	 	 	 	0.000       	Device Position 1	38.1 	V20003907682
